Model,Forget QA ROUGE,Retain QA ROUGE,Forget Raw ROUGE,Retain Raw ROUGE,Forget PPL,Retain PPL
Base (FP16),0.02598108901359669,0.044346437895961176,0.14857968449517744,0.02669750636763239,28.06760311126709,45.427021185557045
Enhanced (FP16),0.018929539526007195,0.01924333845555336,0.13148481298636097,0.24800293856298095,1171.7074279785156,3.739057312409083
Enhanced (4-bit),0.017219373541685474,0.011161747638928729,0.11641764123107406,0.13437364883687894,1013.2204780578613,8.598512649536133
